VibrationNum,HeightNum,VibrationBinary,HeightBinary,BinaryValues
0.137957393,494.2497314,0,0,0
0.813844114,495.0942239,0,0,0
0.823420613,502.5797785,0,0,0
1.433142537,593.296097,0,1,1
0.375917947,511.5983213,0,0,0
0.69197322,483.0729127,0,0,0
0.362906737,485.295433,0,0,0
0.220782416,515.305237,0,0,0
0.856471453,508.1927337,0,0,0
0.434147576,532.6318411,0,1,1
0.85318035,519.4525904,0,0,0
0.313183379,509.1080661,0,0,0
0.976754877,502.969092,0,0,0
0.392740759,499.3241709,0,0,0
0.49902109,518.327058,0,0,0
0.495723617,503.0249993,0,0,0
0.513850286,482.9200508,0,0,0
0.782180487,488.1534163,0,0,0
0.234505238,483.7479178,0,0,0
0.765892511,488.627693,0,0,0
0.623388735,465.0986567,0,1,1
0.057801658,501.1008706,0,0,0
0.817575559,491.1456864,1,0,1
0.711800574,494.5002534,0,0,0
0.473218405,458.0303145,0,0,0
0.34254976,518.4759883,0,0,0
0.369838924,498.7230216,0,0,0
0.388471273,486.3458897,0,0,0
0.138946547,489.2868452,0,0,0
0.486429492,491.4629561,0,0,0
0.150106301,485.1799353,0,0,0
0.766571052,541.4759171,0,1,1
0.816621535,487.6705948,0,0,0
0.022469541,485.4434312,0,0,0
0.276067675,481.8735548,0,0,0
0.363129328,516.1225094,0,0,0
0.245749997,483.6244352,0,0,0
0.78425546,509.1196895,0,0,0
0.133006627,497.5424301,0,0,0
0.700252559,496.6375336,0,0,0
0.772987363,486.1466028,0,0,0
0.809866763,498.4008749,0,0,0
0.946144886,506.2977858,0,0,0
0.956551153,501.298301,0,0,0
0.987566461,483.7065563,0,0,0
0.108386109,413.5986877,0,0,0
0.67967997,491.6360435,0,0,0
0.828974466,482.2409871,0,0,0
0.654799974,482.2281439,0,0,0
0.125131269,560.8748551,0,1,1
0.525334349,515.1158443,0,0,0
0.02431131,484.1648009,0,0,0
0.835503921,515.3433121,1,0,1
0.473390847,495.8608752,0,0,0
0.000519303,515.8915354,0,0,0
0.797891948,519.6582501,0,0,0
0.914445618,474.2425745,0,0,0
0.533420653,512.7081081,0,0,0
0.264238236,483.8455954,0,0,0
0.442833198,487.2870879,0,0,0
0.902806452,507.8127017,1,0,1
0.41635015,519.4444997,0,0,0
0.359908194,516.2925361,0,0,0
1.433142537,496.0927668,0,0,0
0.326984541,490.3943076,0,0,0
0.583972376,492.674286,0,0,0
0.499751891,500.7213348,0,0,0
0.198139139,409.5840083,0,1,1
0.296592757,501.0491875,0,0,0
0.670262555,502.8104268,0,0,0
0.909392917,492.224096,0,0,0
0.082057913,485.6977733,0,0,0
0.595809308,431.8520403,0,1,1
0.452386441,486.5687222,0,0,0
1.433142537,480.4495344,0,0,0
0.622977994,505.1869519,0,0,0
0.772632196,501.7103156,0,0,0
0.698736521,482.7421423,1,0,1
0.999876298,500.2593553,0,0,0
0.562328187,499.1537526,0,0,0
0.444040672,507.3345221,0,0,0
0.937935959,506.4980046,0,0,0
0.036192474,489.1557645,0,0,0
1.433142537,483.7591706,0,0,0
0.781236661,506.0685839,0,0,0
0.782051708,484.0039003,0,0,0
0.247905573,509.2720716,0,0,0
0.547831345,469.3580402,0,0,0
0.261763331,509.9644668,0,0,0
0.589773487,493.7885058,0,0,0
0.732648187,493.8825983,0,0,0
0.390026404,511.026556,0,0,0
0.986322307,494.9295431,0,0,0
0.431194836,491.4462012,0,0,0
0.5329255,491.5409387,0,0,0
0.230045531,505.8980739,0,0,0
0.141914466,492.3193831,0,0,0
0.921768918,498.1647081,0,0,0
0.863326491,505.1227904,0,0,0
0.385836952,509.7030784,0,0,0
0.71069044,489.1801562,0,0,0
0.430795716,502.7695207,0,0,0
0.884240074,500.4614852,0,0,0
0.256117405,500.7444443,0,0,0
0.428078926,487.8990459,0,0,0
0.628696456,422.2310565,0,0,0
1.433142537,481.0155981,0,0,0
0.831028827,507.4649244,1,0,1
0.755290263,495.9769866,0,0,0
0.407814548,493.1259951,0,0,0
0.368838353,501.2160153,0,0,0
0.814310814,519.1338641,1,0,1
0.856043984,594.1101885,0,1,1
0.023716708,517.1566196,0,0,0
0.63786732,481.475556,0,0,0
0.115249417,482.4066477,0,0,0
0.810792082,486.3811943,0,0,0
0.90544801,497.9755012,0,0,0
0.317266761,484.2950762,0,0,0
0.659321524,501.0035371,0,0,0
0.147506228,493.1914025,0,0,0
0.58283435,508.2757096,0,0,0
0.077499069,481.2220695,0,0,0
0.252552215,515.1426792,0,0,0
0.128746025,505.3393015,0,0,0
1.433142537,483.6033284,0,0,0
0.78904551,499.5097474,1,0,1
0.940857918,484.5975015,0,0,0
0.338786275,515.700989,0,0,0
0.896565919,510.7564421,0,0,0
0.38262583,540.5588039,0,1,1
0.272949469,490.5339174,0,0,0
0.641471011,504.8894208,0,0,0
0.481145289,495.7665992,0,0,0
0.315408259,495.3526826,0,0,0
0.670925888,499.8478201,0,0,0
0.124834812,530.8110952,0,0,0
0.020150253,482.811705,0,0,0
0.219428284,515.5284273,0,0,0
0.445457599,500.2646987,0,0,0
0.983134433,507.7875939,1,0,1
0.772740694,486.6078006,0,0,0
1.433142537,510.034351,0,0,0
0.285925737,502.4654582,0,0,0
0.803495492,489.7847788,0,0,0
0.438830134,490.5261983,0,0,0
0.79143507,482.2601445,0,0,0
0.609975385,500.1517788,0,0,0
0.410741836,506.9327327,0,0,0
0.240479808,484.2330742,0,0,0
0.605154512,488.5892189,0,0,0
0.91185797,484.5511023,0,0,0
0.668457156,500.495568,0,0,0
0.225821291,517.0502104,0,0,0
0.045487876,516.9910111,0,0,0
0.879800632,513.7925252,0,0,0
0.362624017,483.4244164,0,0,0
0.023991041,482.0146598,0,0,0
0.329381086,496.7338916,0,0,0
0.811821669,491.3478577,0,0,0
0.446945476,421.3001751,0,0,0
0.31872086,486.927519,0,0,0
0.510061337,502.9100409,0,0,0
0.648556041,491.1107053,0,0,0
0.606023495,428.6994436,0,1,1
0.416613628,517.4902525,0,0,0
0.735481619,529.1624742,0,1,1
0.856816631,508.2570917,1,0,1
0.618241025,494.2578961,0,0,0
0.364947685,576.5808243,0,0,0
0.65161947,504.4451398,0,0,0
0.684651787,492.061435,0,0,0
0.43914099,504.5998874,0,0,0
0.756372759,515.2644363,0,0,0
0.410389261,483.0502419,0,0,0
0.855403224,501.9027934,0,0,0
0.087603501,513.5479106,0,0,0
0.303285882,489.9290139,0,0,0
0.523456516,601.3352629,0,0,0
0.492486441,485.4961934,0,0,0
0.929885413,496.0911249,0,0,0
0.385971451,512.1004347,0,0,0
0.073794506,502.8428765,0,0,0
0.594102508,506.9600612,0,0,0
0.617945823,503.2704344,1,0,1
0.781467886,502.1862265,0,0,0
0.328749833,492.9304967,0,0,0
0.445544257,493.4103986,0,0,0
0.750439339,505.5314301,1,0,1
0.52402473,464.7952736,0,0,0
0.28510512,516.6852555,0,0,0
0.258296531,487.3898872,0,0,0
0.075656492,500.4268468,0,0,0
0.917684953,481.9497958,0,0,0
0.439689931,564.1395369,0,1,1
0.001053509,487.4110785,0,0,0
0.944911823,487.8251361,1,0,1
0.439879689,492.6909859,0,0,0
0.864126881,483.2100895,0,0,0
0.542617082,483.0429481,0,0,0
0.402811447,512.573503,0,0,0
0.049252728,570.0539307,0,1,1
0.972163304,514.7826866,0,0,0
0.398293286,486.7761477,0,0,0
0.443000826,489.9387757,0,0,0
0.386464124,481.2316789,0,0,0
1.433142537,513.6745967,0,0,0
0.653988014,518.5265877,0,0,0
0.47617706,514.1256106,0,0,0
0.48304164,508.7268384,0,0,0
1.433142537,494.212005,0,0,0
0.496652265,508.4342972,0,0,0
0.382711998,496.4112299,0,0,0
0.628164585,500.6574433,0,0,0
0.789216943,481.5602808,0,0,0
0.287283563,499.516853,0,0,0
0.040988723,506.5902463,0,0,0
0.355927605,506.5986064,0,0,0
1.433142537,481.8628638,0,0,0
0.798103094,507.7280205,0,0,0
0.067600005,494.4071921,0,0,0
0.943613591,503.236546,0,0,0
0.82201119,427.9499554,0,1,1
0.151263745,488.6967102,0,0,0
0.607285592,484.427472,0,0,0
0.74387494,496.84887,0,0,0
0.929868801,466.8601839,0,0,0
0.063054436,507.7316339,0,0,0
0.914391793,517.463515,1,0,1
0.486423667,447.8717266,0,1,1
0.775826146,501.2298363,0,0,0
0.950270379,489.7142037,0,0,0
0.751312821,496.2933946,0,0,0
0.965970828,488.1837559,0,0,0
0.534142277,517.6016675,0,0,0
0.243149466,500.790612,0,0,0
0.962359578,501.7262981,0,0,0
0.6807358,494.9466628,0,0,0
1.433142537,481.4292821,0,0,0
1.433142537,513.7177954,0,0,0
0.275346619,511.1835581,0,0,0
1.5874409,486.2741338,1,0,1
0.228617684,511.944826,0,0,0
0.13336915,518.966263,0,0,0
0.012158948,512.8359085,0,0,0
1.433142537,488.4813906,0,0,0
1.433142537,505.3157459,0,0,0
0.387196962,509.3373054,0,0,0
0.382713822,487.3350635,0,0,0
0.737416561,503.8207552,0,0,0
0.194462952,489.1355181,0,0,0
0.979663083,515.5216305,0,0,0
0.965874184,489.7763517,1,0,1
0.284575404,612.6283909,0,0,0
0.921095844,505.6121568,0,0,0
0.167667185,513.6455978,0,0,0
0.29529138,451.4677371,0,1,1
0.589488766,508.3576186,0,0,0
0.895022205,552.3275277,0,0,0
0.819417786,490.2362371,0,0,0
0.241892538,500.1408117,0,0,0
0.685469302,445.8625166,0,1,1
0.761496114,499.964935,0,0,0
0.927326876,502.9328563,1,0,1
0.066642295,492.3888759,0,0,0
0.404531935,488.4371839,0,0,0
0.424297058,487.8910887,0,0,0
0.632116161,518.9033758,0,0,0
0.582159019,504.8314722,0,0,0
0.734800151,483.5884811,0,0,0
0.463942953,514.5012909,0,0,0
0.431265462,524.274017,0,1,1
0.997804686,491.9468232,0,0,0
0.157629688,489.1530611,0,0,0
0.607815848,494.114168,0,0,0
0.283256235,509.6243256,0,0,0
0.88498623,514.5720367,0,0,0
0.807767602,495.5646075,0,0,0
0.976349254,502.7939521,0,0,0
0.070144091,499.6865331,0,0,0
0.86418408,505.3885663,0,0,0
0.210766805,484.8320476,0,0,0
0.749257595,589.5909571,0,0,0
0.616977017,498.8109131,0,0,0
0.722371743,515.8488619,0,0,0
0.590700176,483.2262434,0,0,0
0.34579835,421.3913076,0,1,1
0.317522383,514.8735333,0,1,1
0.848084526,500.6086522,0,0,0
0.209377034,429.8597897,0,1,1
0.587518459,510.3986299,0,0,0
0.78998879,514.3981181,0,0,0
0.629787813,514.6862982,0,0,0
0.725426917,507.4926367,0,0,0
0.117741817,401.7378015,0,1,1
0.391073222,506.969723,0,0,0
0.199751892,496.7311529,0,0,0
0.391736765,514.860929,0,0,0
0.029443596,514.2192165,0,0,0
0.918505215,482.6569764,0,0,0
0.588057488,498.6459395,0,0,0
0.580815731,512.1288246,0,0,0
0.204158702,498.2757888,0,0,0
0.847199389,480.085496,0,0,0
0.696687535,515.0427157,0,0,0
0.174861793,480.2036823,0,0,0
0.004334668,546.1950418,0,1,1
0.928720683,515.1972577,0,0,0
0.301029873,502.4124015,0,0,0
0.690270501,570.6007926,0,0,0
0.801628325,508.7735052,1,0,1
0.198573343,484.5561426,0,0,0
0.16412169,516.5859542,0,0,0
0.917196751,492.7690462,1,0,1
0.695043981,487.6979042,1,0,1
0.781898116,515.1133203,0,0,0
0.227031412,512.3320913,0,0,0
0.532903083,504.0252001,0,0,0
0.964822223,483.4560486,0,0,0
0.610695114,490.1441234,0,0,0
0.680740674,444.7226196,0,1,1
0.294942247,509.8622376,0,0,0
0.181606815,483.600689,0,0,0
0.336067984,510.2948786,0,0,0
0.585671915,493.9152189,0,0,0
0.07362925,503.1205274,0,0,0
0.173887396,500.5644858,0,0,0
0.336102091,497.7045167,0,0,0
0.590730444,483.1969758,0,0,0
0.194425322,491.9992051,0,0,0
0.225171206,508.1079454,0,0,0
0.946722086,485.3192559,0,0,0
0.221350519,570.9697941,0,0,0
0.751925797,501.8094916,0,0,0
0.845302064,482.7427418,0,0,0
0.680525339,492.5562638,0,0,0
0.56611297,507.562441,0,0,0
0.084924927,486.5749078,0,0,0
0.357862685,495.975928,0,0,0
0.043467173,504.3201558,0,0,0
0.555132834,487.0234815,0,0,0
0.617085739,498.4923308,0,0,0
0.725344368,489.3257206,0,0,0
0.97862768,494.9438156,0,0,0
0.321204109,489.0332408,0,0,0
0.28641225,481.4313018,0,0,0
0.478291096,489.4211139,0,0,0
0.893086457,512.9463566,0,0,0
1.433142537,483.5765247,0,0,0
0.745326006,485.0030389,0,0,0
1.049589378,514.6714481,1,0,1
1.433142537,585.8477014,0,0,0
0.131156834,485.1435464,0,0,0
0.501876968,487.9516853,0,0,0
0.511515587,513.6161616,0,0,0
0.504435947,482.2183424,0,0,0
0.58681344,495.5141875,0,0,0
0.117374882,513.1463667,0,0,0
0.377983436,515.3634515,0,0,0
0.390336748,517.9411006,0,0,0
0.533237689,494.1110358,0,0,0
0.952833951,485.5204766,0,0,0
0.806966452,489.5762863,0,0,0
0.313468591,543.4324189,0,1,1
0.876105977,480.9248171,0,0,0
0.658528003,511.5667282,0,0,0
0.70381657,499.385264,0,0,0
0.527860644,480.2330775,0,0,0
0.171810582,512.8127578,0,0,0
1.433142537,481.3450399,0,0,0
0.932711091,518.8925166,0,0,0
0.527350301,558.163049,0,1,1
0.771831751,499.4665359,0,0,0
0.038843618,546.3549265,0,1,1
1.433142537,485.7482323,0,0,0
